Angola,"Trachea, bronchus, lung cancers",0x[ 0–0],0x[ 0–0],0x[ 0–0],1x[ 1–1],1x[ 1–1],1x[ 0–1]
Angola,Ischaemic heart disease,11x[ 9–12],10x[ 9–12],11x[ 9–12],33x[ 28–38],33x[ 28–38],32x[ 27–37]
Angola,Stroke,8x[ 6–9],6x[ 5–8],9x[ 7–10],23x[ 19–27],21x[ 17–25],25x[ 20–30]
Angola,Chronic obstructive pulmonary disease,4x[ 3–5],3x[ 2–5],4x[ 3–5],13x[ 10–16],13x[ 7–18],14x[ 10–16]
Antigua and Barbuda,Total,28x[ 24–34],31x[ 26–37],26x[ 21–31],30x[ 25–36],37x[ 31–44],24x[ 20–29]
Antigua and Barbuda,Lower respiratory infections,6x[ 3–9],7x[ 3–10],5x[ 3–8],6x[ 3–9],8x[ 4–12],4x[ 2–7]
Antigua and Barbuda,"Trachea, bronchus, lung cancers",1x[ 0–1],1x[ 0–1],0x[ 0–1],1x[ 0–1],1x[ 0–1],0x[ 0–1]
Antigua and Barbuda,Ischaemic heart disease,13x[ 10–17],15x[ 12–19],11x[ 8–14],14x[ 11–18],18x[ 14–22],11x[ 8–14]
Antigua and Barbuda,Stroke,6x[ 4–9],6x[ 4–8],7x[ 5–10],6x[ 5–9],7x[ 5–9],6x[ 4–9]
Antigua and Barbuda,Chronic obstructive pulmonary disease,2x[ 1–4],3x[ 1–5],2x[ 1–3],3x[ 1–4],4x[ 2–6],2x[ 1–3]
Argentina,Total,37x[ 28–49],39x[ 30–51],35x[ 26–48],27x[ 20–35],36x[ 27–47],20x[ 14–27]
Argentina,Lower respiratory infections,10x[ 4–18],10x[ 4–17],11x[ 5–19],7x[ 3–12],9x[ 4–15],6x[ 2–10]
Argentina,"Trachea, bronchus, lung cancers",2x[ 1–4],3x[ 1–5],1x[ 1–2],2x[ 1–3],3x[ 1–5],1x[ 0–2]
Argentina,Ischaemic heart disease,13x[ 9–17],15x[ 11–18],12x[ 8–17],10x[ 7–13],14x[ 10–17],7x[ 4–9]
Argentina,Stroke,5x[ 3–8],5x[ 3–7],4x[ 3–8],3x[ 2–6],4x[ 3–7],3x[ 2–5]
Argentina,Chronic obstructive pulmonary disease,7x[ 3–12],7x[ 3–12],7x[ 3–11],5x[ 2–8],7x[ 3–11],4x[ 2–6]
Armenia,Total,81x[ 64–102],94x[ 77–117],69x[ 52–90],55x[ 44–69],78x[ 64–96],38x[ 29–50]
Armenia,Lower respiratory infections,3x[ 2–4],3x[ 2–5],3x[ 2–4],2x[ 2–3],3x[ 2–4],2x[ 1–3]
Armenia,"Trachea, bronchus, lung cancers",9x[ 5–13],15x[ 8–22],3x[ 2–5],6x[ 4–10],12x[ 7–18],2x[ 1–3]
Armenia,Ischaemic heart disease,50x[ 36–65],56x[ 43–69],45x[ 31–63],34x[ 25–44],46x[ 36–57],24x[ 17–34]
Armenia,Stroke,10x[ 7–15],10x[ 7–14],10x[ 7–16],7x[ 5–10],8x[ 6–11],6x[ 4–9]
Armenia,Chronic obstructive pulmonary disease,9x[ 5–13],10x[ 6–15],8x[ 4–12],6x[ 3–9],8x[ 4–12],4x[ 2–6]
Australia,Total,17x[ 12–24],18x[ 13–24],16x[ 11–24],8x[ 6–12],10x[ 7–14],7x[ 4–10]
Australia,Lower respiratory infections,1x[ 0–3],1x[ 0–2],1x[ 0–3],1x[ 0–1],1x[ 0–1],1x[ 0–1]
Australia,"Trachea, bronchus, lung cancers",2x[ 1–3],2x[ 1–3],1x[ 1–2],1x[ 0–2],1x[ 0–2],1x[ 0–1]
Australia,Ischaemic heart disease,8x[ 5–12],9x[ 6–13],7x[ 4–11],4x[ 2–6],5x[ 4–8],3x[ 1–5]
Australia,Stroke,3x[ 1–8],2x[ 1–6],3x[ 1–10],1x[ 0–4],1x[ 1–3],1x[ 0–4]
Australia,Chronic obstructive pulmonary disease,3x[ 1–6],3x[ 1–7],3x[ 1–6],2x[ 0–3],2x[ 1–4],1x[ 0–3]
Austria,Total,39x[ 28–51],39x[ 30–49],38x[ 26–52],15x[ 11–20],19x[ 15–24],12x[ 8–16]
Austria,Lower respiratory infections,2x[ 1–3],1x[ 1–3],2x[ 1–3],1x[ 0–1],1x[ 0–1],0x[ 0–1]
Austria,"Trachea, bronchus, lung cancers",4x[ 2–6],4x[ 2–7],3x[ 1–4],2x[ 1–3],2x[ 1–4],1x[ 1–2]
Austria,Ischaemic heart disease,24x[ 15–33],24x[ 16–31],24x[ 13–36],9x[ 6–13],12x[ 8–15],7x[ 4–10]
Austria,Stroke,5x[ 2–10],4x[ 2–8],5x[ 2–12],2x[ 1–4],2x[ 1–4],2x[ 1–4]
Austria,Chronic obstructive pulmonary disease,5x[ 2–10],6x[ 2–11],5x[ 2–9],2x[ 1–4],3x[ 1–5],2x[ 1–3]
Azerbaijan,Total,55x[ 43–73],60x[ 48–79],50x[ 38–67],64x[ 50–85],80x[ 64–105],51x[ 39–69]
Azerbaijan,Lower respiratory infections,3x[ 2–5],3x[ 2–5],3x[ 1–5],3x[ 2–5],3x[ 2–5],3x[ 2–5]
Azerbaijan,"Trachea, bronchus, lung cancers",2x[ 1–3],3x[ 1–5],1x[ 0–1],2x[ 1–3],3x[ 1–5],1x[ 0–1]
Azerbaijan,Ischaemic heart disease,38x[ 29–49],42x[ 33–55],33x[ 24–45],44x[ 33–58],57x[ 44–73],34x[ 25–46]
Azerbaijan,Stroke,9x[ 6–13],9x[ 6–12],10x[ 6–14],11x[ 8–16],12x[ 9–17],10x[ 7–14]
Azerbaijan,Chronic obstructive pulmonary disease,3x[ 2–5],3x[ 2–5],3x[ 2–6],4x[ 2–6],5x[ 2–8],3x[ 2–6]
Bahamas,Total,22x[ 18–26],24x[ 21–28],19x[ 15–23],20x[ 17–24],26x[ 22–30],15x[ 12–19]
Bahamas,Lower respiratory infections,4x[ 2–6],4x[ 2–6],4x[ 2–6],4x[ 2–6],4x[ 2–7],3x[ 1–5]
Bahamas,"Trachea, bronchus, lung cancers",1x[ 1–2],2x[ 1–3],1x[ 0–1],1x[ 1–2],2x[ 1–3],1x[ 0–1]
Bahamas,Ischaemic heart disease,11x[ 8–13],13x[ 10–15],9x[ 7–12],10x[ 8–12],13x[ 11–16],7x[ 5–9]
Bahamas,Stroke,5x[ 4–7],5x[ 4–7],5x[ 3–8],4x[ 3–7],5x[ 4–7],4x[ 3–6]
Bahamas,Chronic obstructive pulmonary disease,1x[ 0–2],1x[ 1–2],1x[ 0–1],1x[ 0–2],2x[ 1–3],1x[ 0–1]
Bahrain,Total,15x[ 14–17],16x[ 14–17],15x[ 13–17],40x[ 36–45],45x[ 40–49],35x[ 31–39]
Bahrain,Lower respiratory infections,2x[ 1–2],2x[ 1–2],2x[ 2–2],5x[ 4–6],5x[ 4–6],4x[ 3–5]
Bahrain,"Trachea, bronchus, lung cancers",1x[ 1–2],2x[ 1–2],1x[ 1–1],4x[ 3–5],5x[ 4–7],3x[ 2–3]
Bahrain,Ischaemic heart disease,9x[ 8–11],10x[ 8–11],8x[ 7–10],23x[ 19–26],25x[ 21–28],20x[ 16–23]
Bahrain,Stroke,1x[ 1–2],1x[ 1–2],2x[ 1–2],4x[ 3–5],4x[ 3–4],4x[ 3–5]
Bahrain,Chronic obstructive pulmonary disease,1x[ 1–2],1x[ 1–2],2x[ 1–2],5x[ 3–7],6x[ 4–8],4x[ 3–6]
Bangladesh,Total,103x[ 94–112],112x[ 98–123],95x[ 87–102],149x[ 136–162],161x[ 142–178],137x[ 126–147]
Bangladesh,Lower respiratory infections,13x[ 11–15],14x[ 11–16],13x[ 11–14],16x[ 13–18],16x[ 14–18],15x[ 13–17]
Bangladesh,"Trachea, bronchus, lung cancers",5x[ 4–6],7x[ 5–8],2x[ 2–3],7x[ 5–8],11x[ 8–13],3x[ 3–4]
Bangladesh,Ischaemic heart disease,31x[ 28–35],35x[ 31–40],27x[ 24–30],46x[ 40–51],51x[ 45–58],40x[ 35–45]
Bangladesh,Stroke,28x[ 24–33],27x[ 23–31],30x[ 26–34],42x[ 36–48],40x[ 35–46],44x[ 38–51]
Bangladesh,Chronic obstructive pulmonary disease,25x[ 19–29],27x[ 17–35],22x[ 18–25],38x[ 29–46],43x[ 27–56],34x[ 28–39]
Barbados,Total,57x[ 46–69],60x[ 50–71],54x[ 43–67],31x[ 25–37],39x[ 32–46],25x[ 20–31]
Barbados,Lower respiratory infections,19x[ 11–28],19x[ 11–28],19x[ 11–28],10x[ 6–15],12x[ 7–18],9x[ 5–13]
Barbados,"Trachea, bronchus, lung cancers",2x[ 1–3],2x[ 1–4],2x[ 1–3],1x[ 1–2],2x[ 1–2],1x[ 0–1]
Barbados,Ischaemic heart disease,18x[ 14–23],20x[ 15–24],17x[ 12–22],10x[ 8–13],13x[ 10–16],8x[ 6–10]
Barbados,Stroke,13x[ 9–21],13x[ 10–19],13x[ 8–23],7x[ 5–11],9x[ 6–12],6x[ 4–11]
Barbados,Chronic obstructive pulmonary disease,4x[ 2–6],5x[ 3–8],3x[ 2–5],2x[ 1–3],3x[ 2–5],1x[ 1–2]
Belarus,Total,110x[ 86–139],121x[ 99–148],100x[ 72–135],61x[ 47–77],94x[ 77–115],40x[ 28–54]
Belarus,Lower respiratory infections,2x[ 1–3],3x[ 1–4],1x[ 0–1],1x[ 1–2],2x[ 1–3],0x[ 0–1]
Belarus,"Trachea, bronchus, lung cancers",4x[ 2–7],8x[ 4–13],1x[ 1–2],3x[ 1–4],6x[ 3–10],1x[ 0–1]
Belarus,Ischaemic heart disease,83x[ 61–109],88x[ 69–111],78x[ 52–109],45x[ 33–60],69x[ 53–86],30x[ 20–42]
Belarus,Stroke,17x[ 12–26],16x[ 12–22],18x[ 11–29],10x[ 7–14],13x[ 9–17],7x[ 5–12]
Belarus,Chronic obstructive pulmonary disease,4x[ 2–6],6x[ 3–10],2x[ 1–3],2x[ 1–3],5x[ 2–8],1x[ 0–1]
Belgium,Total,39x[ 30–51],42x[ 33–53],37x[ 27–49],16x[ 12–20],21x[ 16–26],12x[ 9–16]
Belgium,Lower respiratory infections,6x[ 2–12],6x[ 2–11],7x[ 3–12],2x[ 1–4],3x[ 1–5],2x[ 1–3]
Belgium,"Trachea, bronchus, lung cancers",5x[ 2–8],7x[ 3–11],3x[ 1–5],2x[ 1–4],4x[ 2–6],1x[ 1–2]
Belgium,Ischaemic heart disease,15x[ 9–20],16x[ 11–20],14x[ 8–20],6x[ 4–8],8x[ 6–10],4x[ 2–6]
Belgium,Stroke,6x[ 3–12],5x[ 3–9],6x[ 3–15],2x[ 1–4],2x[ 1–4],2x[ 1–4]
Belgium,Chronic obstructive pulmonary disease,8x[ 3–14],9x[ 4–17],7x[ 3–12],3x[ 1–6],4x[ 2–8],2x[ 1–4]
Belize,Total,35x[ 29–42],42x[ 35–50],28x[ 23–33],69x[ 57–81],83x[ 68–98],55x[ 45–65]
Belize,Lower respiratory infections,9x[ 6–12],10x[ 7–13],8x[ 6–11],17x[ 13–23],19x[ 14–26],16x[ 11–21]
Belize,"Trachea, bronchus, lung cancers",2x[ 1–3],4x[ 2–5],1x[ 1–2],4x[ 3–6],7x[ 4–10],2x[ 1–3]
Belize,Ischaemic heart disease,14x[ 11–17],17x[ 14–21],11x[ 9–14],28x[ 22–33],33x[ 26–40],22x[ 17–27]
Belize,Stroke,6x[ 5–8],7x[ 5–9],5x[ 4–7],12x[ 9–15],13x[ 10–17],11x[ 8–14]
Belize,Chronic obstructive pulmonary disease,4x[ 2–5],5x[ 3–7],2x[ 2–3],7x[ 5–11],10x[ 6–15],5x[ 3–6]
Benin,Total,119x[ 107–129],115x[ 102–127],123x[ 111–133],205x[ 184–223],219x[ 195–241],193x[ 174–209]
Benin,Lower respiratory infections,70x[ 59–79],70x[ 59–79],70x[ 59–78],92x[ 78–104],105x[ 88–118],83x[ 70–93]
Benin,"Trachea, bronchus, lung cancers",0x[ 0–0],0x[ 0–0],0x[ 0–0],1x[ 0–1],1x[ 0–1],1x[ 0–1]
Benin,Ischaemic heart disease,22x[ 19–24],21x[ 19–24],22x[ 19–25],51x[ 45–57],56x[ 49–62],47x[ 41–53]
Benin,Stroke,18x[ 15–20],15x[ 13–17],20x[ 17–23],40x[ 35–46],37x[ 32–42],42x[ 36–48]
Benin,Chronic obstructive pulmonary disease,8x[ 6–10],7x[ 4–9],9x[ 7–10],20x[ 16–24],21x[ 12–28],20x[ 16–22]
Bhutan,Total,88x[ 66–106],87x[ 65–107],89x[ 67–108],124x[ 95–151],120x[ 90–148],130x[ 99–158]
Bhutan,Lower respiratory infections,15x[ 11–19],14x[ 10–17],16x[ 12–20],20x[ 14–25],18x[ 13–22],22x[ 16–27]
Bhutan,"Trachea, bronchus, lung cancers",2x[ 1–3],2x[ 1–3],3x[ 2–3],3x[ 2–4],3x[ 2–4],4x[ 2–5]
Bhutan,Ischaemic heart disease,37x[ 28–45],39x[ 29–48],34x[ 25–42],51x[ 38–63],52x[ 39–64],49x[ 37–61]
Bhutan,Stroke,13x[ 10–17],12x[ 9–16],15x[ 10–19],20x[ 14–25],17x[ 13–22],22x[ 16–28]
Bhutan,Chronic obstructive pulmonary disease,20x[ 13–26],19x[ 11–28],20x[ 14–26],31x[ 20–41],30x[ 17–43],33x[ 22–42]
Bolivia (Plurinational State of),Total,55x[ 46–65],59x[ 49–69],52x[ 43–62],64x[ 53–76],72x[ 60–86],56x[ 46–66]
Bolivia (Plurinational State of),Lower respiratory infections,19x[ 14–25],21x[ 15–27],18x[ 13–23],21x[ 15–27],24x[ 18–31],18x[ 13–23]
Bolivia (Plurinational State of),"Trachea, bronchus, lung cancers",1x[ 1–1],1x[ 1–1],1x[ 1–2],1x[ 1–2],1x[ 1–2],1x[ 1–2]
Bolivia (Plurinational State of),Ischaemic heart disease,19x[ 15–23],21x[ 17–26],17x[ 13–21],23x[ 18–28],28x[ 22–33],19x[ 15–23]
Bolivia (Plurinational State of),Stroke,8x[ 7–11],8x[ 7–10],9x[ 7–11],10x[ 8–13],11x[ 8–13],10x[ 8–13]
Bolivia (Plurinational State of),Chronic obstructive pulmonary disease,7x[ 5–10],7x[ 4–10],7x[ 5–10],8x[ 5–11],9x[ 5–13],7x[ 5–10]
Bosnia and Herzegovina,Total,159x[ 117–204],168x[ 122–213],151x[ 109–197],80x[ 58–102],101x[ 73–128],62x[ 45–81]
Bosnia and Herzegovina,Lower respiratory infections,5x[ 3–6],5x[ 3–6],5x[ 3–6],3x[ 2–3],3x[ 2–4],2x[ 2–3]
Bosnia and Herzegovina,"Trachea, bronchus, lung cancers",19x[ 12–27],30x[ 18–42],9x[ 6–13],11x[ 6–15],18x[ 11–26],5x[ 3–6]
Bosnia and Herzegovina,Ischaemic heart disease,76x[ 54–102],77x[ 56–100],76x[ 50–103],38x[ 27–50],46x[ 34–61],30x[ 20–41]
Bosnia and Herzegovina,Stroke,42x[ 28–59],37x[ 25–51],47x[ 31–66],21x[ 14–29],22x[ 15–31],20x[ 13–28]
Bosnia and Herzegovina,Chronic obstructive pulmonary disease,16x[ 10–21],18x[ 10–27],13x[ 8–17],8x[ 5–10],11x[ 6–16],5x[ 3–7]
Botswana,Total,53x[ 42–64],53x[ 42–65],53x[ 42–64],101x[ 80–123],120x[ 94–147],88x[ 70–106]
Botswana,Lower respiratory infections,19x[ 14–24],20x[ 15–26],17x[ 12–22],31x[ 22–39],39x[ 28–50],25x[ 18–32]
Botswana,"Trachea, bronchus, lung cancers",1x[ 0–1],1x[ 1–2],0x[ 0–0],1x[ 1–2],2x[ 2–3],1x[ 0–1]
Botswana,Ischaemic heart disease,16x[ 12–19],13x[ 10–17],18x[ 14–22],32x[ 25–40],32x[ 24–39],32x[ 24–40]
Botswana,Stroke,10x[ 7–12],8x[ 6–10],11x[ 8–14],20x[ 15–25],20x[ 15–25],19x[ 15–25]
Botswana,Chronic obstructive pulmonary disease,8x[ 5–11],10x[ 5–14],6x[ 4–8],17x[ 11–23],27x[ 15–41],11x[ 8–14]
Brazil,Total,31x[ 24–41],34x[ 27–44],28x[ 22–38],30x[ 24–39],37x[ 30–49],24x[ 19–32]
Brazil,Lower respiratory infections,7x[ 4–12],7x[ 4–12],7x[ 4–12],7x[ 4–11],8x[ 4–13],6x[ 3–10]
Brazil,"Trachea, bronchus, lung cancers",2x[ 1–3],2x[ 1–3],1x[ 1–2],2x[ 1–3],2x[ 1–3],1x[ 1–2]
Brazil,Ischaemic heart disease,12x[ 9–15],14x[ 11–17],10x[ 7–13],11x[ 9–14],15x[ 11–18],8x[ 6–11]
Brazil,Stroke,6x[ 4–9],6x[ 4–9],6x[ 4–9],5x[ 4–8],6x[ 5–9],5x[ 3–8]
Brazil,Chronic obstructive pulmonary disease,5x[ 3–8],5x[ 2–9],5x[ 2–7],5x[ 2–8],6x[ 3–10],4x[ 2–6]
Brunei Darussalam,Total,9x[ 6–11],10x[ 7–13],7x[ 5–10],13x[ 10–18],15x[ 11–20],11x[ 8–15]
Brunei Darussalam,Lower respiratory infections,1x[ 0–2],1x[ 0–2],0x[ 0–1],1x[ 0–3],1x[ 0–4],1x[ 0–2]
Brunei Darussalam,"Trachea, bronchus, lung cancers",0x[ 0–1],0x[ 0–1],0x[ 0–1],1x[ 0–1],1x[ 0–2],0x[ 0–1]
Brunei Darussalam,Ischaemic heart disease,5x[ 3–7],6x[ 4–8],4x[ 2–5],7x[ 5–10],9x[ 6–11],6x[ 4–8]
Brunei Darussalam,Stroke,2x[ 1–3],2x[ 1–3],2x[ 1–3],3x[ 2–5],3x[ 2–4],3x[ 2–5]
Brunei Darussalam,Chronic obstructive pulmonary disease,1x[ 0–2],1x[ 0–2],1x[ 0–2],2x[ 0–4],2x[ 0–5],2x[ 0–4]
Bulgaria,Total,141x[ 103–230],153x[ 116–249],129x[ 89–218],62x[ 45–101],82x[ 62–134],45x[ 31–76]
Bulgaria,Lower respiratory infections,5x[ 2–9],6x[ 3–11],4x[ 2–8],3x[ 1–5],4x[ 2–7],2x[ 1–4]
Bulgaria,"Trachea, bronchus, lung cancers",8x[ 4–19],13x[ 6–30],3x[ 1–8],4x[ 2–10],7x[ 3–17],2x[ 1–4]
Bulgaria,Ischaemic heart disease,79x[ 54–122],84x[ 61–128],74x[ 48–118],35x[ 24–54],45x[ 33–69],26x[ 16–41]
Bulgaria,Stroke,37x[ 22–65],35x[ 23–58],38x[ 21–72],15x[ 9–27],18x[ 12–30],13x[ 7–24]
Bulgaria,Chronic obstructive pulmonary disease,12x[ 5–21],15x[ 7–27],9x[ 4–17],5x[ 2–9],7x[ 3–14],3x[ 1–6]
Burkina Faso,Total,93x[ 84–101],89x[ 80–97],96x[ 87–105],206x[ 186–225],223x[ 199–244],194x[ 175–211]
Burkina Faso,Lower respiratory infections,55x[ 47–62],55x[ 46–62],55x[ 47–62],90x[ 77–101],101x[ 85–113],84x[ 71–93]
Burkina Faso,"Trachea, bronchus, lung cancers",1x[ 0–1],1x[ 0–1],1x[ 0–1],1x[ 1–2],2x[ 1–2],1x[ 1–1]
Burkina Faso,Ischaemic heart disease,21x[ 18–23],20x[ 18–22],21x[ 19–24],66x[ 59–74],73x[ 65–82],61x[ 53–68]
Burkina Faso,Stroke,11x[ 10–13],9x[ 8–10],13x[ 11–15],33x[ 29–37],31x[ 26–35],34x[ 30–39]
Burkina Faso,Chronic obstructive pulmonary disease,4x[ 3–5],4x[ 2–5],5x[ 4–6],15x[ 12–18],17x[ 9–22],14x[ 12–16]
Burundi,Total,100x[ 91–109],103x[ 92–112],98x[ 89–106],180x[ 163–195],187x[ 168–205],173x[ 157–187]
Burundi,Lower respiratory infections,61x[ 52–68],63x[ 54–71],59x[ 50–65],76x[ 65–85],81x[ 69–91],72x[ 61–80]
Burundi,"Trachea, bronchus, lung cancers",0x[ 0–1],0x[ 0–0],0x[ 0–1],1x[ 1–1],1x[ 1–1],1x[ 1–1]
Burundi,Ischaemic heart disease,17x[ 15–19],18x[ 16–20],16x[ 14–18],45x[ 40–50],48x[ 43–53],42x[ 37–47]
Burundi,Stroke,14x[ 13–16],13x[ 11–15],16x[ 14–18],38x[ 33–42],34x[ 30–38],40x[ 35–45]
Burundi,Chronic obstructive pulmonary disease,7x[ 5–8],7x[ 4–9],6x[ 5–7],20x[ 15–24],23x[ 13–30],17x[ 14–20]
Cabo Verde,Total,69x[ 56–91],67x[ 54–88],71x[ 57–96],99x[ 81–132],120x[ 98–159],85x[ 69–115]
Cabo Verde,Lower respiratory infections,23x[ 17–31],25x[ 19–33],22x[ 16–29],33x[ 24–44],43x[ 32–58],25x[ 19–34]
Cabo Verde,"Trachea, bronchus, lung cancers",1x[ 0–1],1x[ 0–1],0x[ 0–1],1x[ 1–1],1x[ 1–2],1x[ 0–1]
Cabo Verde,Ischaemic heart disease,27x[ 20–37],25x[ 19–34],28x[ 21–40],40x[ 30–56],47x[ 36–65],35x[ 26–50]
Cabo Verde,Stroke,11x[ 8–16],10x[ 7–14],12x[ 9–17],16x[ 12–24],19x[ 14–26],15x[ 11–22]
Cabo Verde,Chronic obstructive pulmonary disease,6x[ 5–9],6x[ 3–8],7x[ 5–10],10x[ 7–13],11x[ 6–15],9x[ 6–13]
Cambodia,Total,87x[ 80–95],84x[ 76–92],90x[ 82–99],150x[ 136–163],164x[ 147–180],140x[ 126–152]
Cambodia,Lower respiratory infections,29x[ 24–33],28x[ 24–33],29x[ 24–33],45x[ 38–51],48x[ 40–55],42x[ 36–48]
Cambodia,"Trachea, bronchus, lung cancers",4x[ 3–5],6x[ 4–7],3x[ 2–4],7x[ 6–9],11x[ 8–14],5x[ 4–5]
Cambodia,Ischaemic heart disease,21x[ 18–24],23x[ 20–26],19x[ 17–22],37x[ 32–41],45x[ 39–51],31x[ 26–34]
Cambodia,Stroke,25x[ 21–29],18x[ 15–21],31x[ 26–36],45x[ 38–52],38x[ 31–43],50x[ 42–58]
Cambodia,Chronic obstructive pulmonary disease,8x[ 6–10],9x[ 4–12],7x[ 6–8],16x[ 11–19],22x[ 11–29],12x[ 10–14]
Cameroon,Total,118x[ 103–131],124x[ 108–138],111x[ 98–123],208x[ 182–231],228x[ 199–255],190x[ 167–209]
Cameroon,Lower respiratory infections,69x[ 57–79],75x[ 62–86],63x[ 53–71],97x[ 80–110],110x[ 91–126],85x[ 71–96]
Cameroon,"Trachea, bronchus, lung cancers",0x[ 0–1],1x[ 0–1],0x[ 0–0],1x[ 1–1],1x[ 1–1],1x[ 1–1]
Cameroon,Ischaemic heart disease,21x[ 18–24],23x[ 20–26],19x[ 16–21],50x[ 44–56],57x[ 50–64],43x[ 37–50]
Cameroon,Stroke,17x[ 14–19],15x[ 13–18],18x[ 15–21],38x[ 33–44],36x[ 31–42],40x[ 34–46]
Cameroon,Chronic obstructive pulmonary disease,9x[ 7–10],8x[ 5–11],9x[ 7–10],22x[ 17–26],24x[ 15–30],21x[ 17–24]
Canada,Total,15x[ 10–21],16x[ 11–21],14x[ 9–20],7x[ 5–10],9x[ 6–12],5x[ 3–8]
Canada,Lower respiratory infections,1x[ 0–3],1x[ 0–2],1x[ 0–3],0x[ 0–1],0x[ 0–1],0x[ 0–1]
Canada,"Trachea, bronchus, lung cancers",2x[ 0–3],2x[ 0–4],1x[ 0–3],1x[ 0–2],1x[ 0–2],1x[ 0–2]
Canada,Ischaemic heart disease,8x[ 5–11],9x[ 6–13],6x[ 3–11],4x[ 2–6],5x[ 3–7],2x[ 1–4]
Canada,Stroke,2x[ 1–5],2x[ 1–4],2x[ 1–7],1x[ 0–2],1x[ 0–2],1x[ 0–2]
Canada,Chronic obstructive pulmonary disease,3x[ 1–6],3x[ 1–6],2x[ 0–5],1x[ 0–3],1x[ 0–3],1x[ 0–2]
Central African Republic,Total,141x[ 128–153],138x[ 124–151],144x[ 131–155],212x[ 193–229],221x[ 198–241],204x[ 185–219]
Central African Republic,Lower respiratory infections,80x[ 68–89],81x[ 69–91],78x[ 67–87],83x[ 71–93],92x[ 78–103],76x[ 65–85]
Central African Republic,"Trachea, bronchus, lung cancers",1x[ 0–1],1x[ 1–1],0x[ 0–0],1x[ 1–1],2x[ 1–2],1x[ 1–1]
Central African Republic,Ischaemic heart disease,26x[ 23–28],26x[ 23–29],26x[ 22–28],55x[ 49–61],58x[ 52–64],51x[ 45–57]
Central African Republic,Stroke,24x[ 21–27],21x[ 18–23],27x[ 24–31],51x[ 44–57],47x[ 41–53],53x[ 46–61]
Central African Republic,Chronic obstructive pulmonary disease,10x[ 8–11],9x[ 5–11],11x[ 9–12],22x[ 17–25],22x[ 13–28],22x[ 18–25]
